has-discussion,num-framework,num-models,has-data,Has-pre-trained,num-repositories-depend-on,num-repositories-depend-on-them,num-topics,has-quickexample,has-newbutton,has-photo,num-code-line,num-contributor,followers,public_repos,Label
0,0,0,1,0,0,0,12,0,0,1,5530,1110,0,9,1
0,0,0,0,0,0,0,18,0,0,1,1333,6,3189,19,1
0,0,0,0,0,0,1,13,0,0,0,108,1,2814,1673,1
0,0,0,0,0,0,0,7,0,0,0,239,4,1967,15,2
0,1,0,0,0,27,0,9,1,0,1,95632,4,70,24,1
0,0,0,0,0,90,0,7,1,0,0,1895,180,1537,35,2
0,0,0,0,0,0,0,19,1,1,1,8411,3,252,21,1
0,0,0,0,0,1160,0,10,1,1,1,14560,9,0,4,1
0,1,0,1,0,35,130,20,1,1,0,64100,60,0,4,1
0,0,0,0,0,0,0,20,1,1,1,112049,390,0,558,2
1,0,0,1,1,43,141,17,1,1,1,206749,210,0,4664,1
1,1,0,0,0,73,2162,6,1,1,0,83858,270,0,324,2
1,2,0,1,0,18,6,10,1,1,1,109130,10,0,9,2
0,0,0,0,0,0,0,0,1,0,0,465,1,979,18,1
0,0,0,1,0,0,0,14,1,1,0,518,60,2049,56,2
1,2,2,1,0,47,0,9,1,1,0,961399,180,242,36,2
0,0,0,1,0,16,401,4,1,1,1,9358,21,155,17,2
0,0,0,0,0,24,0,20,1,1,0,7064,13,315,123,2
0,1,1,1,0,13,0,5,1,1,1,44312,6,768,7,2
1,0,1,1,0,64,85,20,1,1,1,51417,90,0,645,1
1,1,0,1,0,31,273,9,1,1,1,17983,150,0,15,1
0,0,0,0,0,0,0,9,1,0,1,181,27,1106,26,2
0,0,0,0,0,5,0,7,0,1,0,1508,28,768,7,2
0,0,0,0,0,0,0,5,0,1,0,349,9,134,92,2
0,0,0,0,0,0,0,20,0,1,1,1333,9,2418,60,2
0,0,0,0,0,0,0,20,0,0,0,54,8,0,25,2
1,0,0,0,0,2,0,10,1,1,1,951,180,0,28,2
0,0,0,0,0,0,0,9,1,1,0,594,120,1039,138,2
0,0,0,0,0,0,0,9,0,1,0,3386,16,614,102,2
0,0,0,0,0,0,0,7,0,1,1,330,2,975,102,1
0,0,0,0,0,0,0,0,1,1,1,404,60,1384,18,2
0,0,0,0,0,0,0,11,1,0,0,203,10,113,17,2
0,0,0,0,0,0,0,6,1,0,0,250,5,0,14,2
0,0,0,0,0,0,0,7,1,1,1,923,150,2394,64,2
0,0,0,0,0,0,0,5,1,0,1,885,6,4228,254,2
0,0,0,0,0,0,0,19,1,1,1,527,150,0,16,2
1,0,0,0,0,0,0,20,0,1,1,724,90,358,10,2
0,0,0,0,0,0,0,7,1,1,1,955,90,200,6,2
0,1,0,0,0,0,0,4,0,1,0,493,15,502,509,2
0,0,0,0,0,12,0,7,0,0,1,548668,4,0,3206,2
0,1,1,1,1,0,0,7,1,0,1,28977,5,0,10,1
0,0,0,0,0,0,0,11,1,1,1,8276,7,0,185,1
1,1,1,0,0,106,0,11,1,1,1,12666,6,0,23,1
0,0,0,0,0,0,0,20,1,1,1,298,1,609,19,1
0,0,0,0,0,30,0,11,1,1,1,1752,1,322,126,1
0,1,5,1,1,24,0,3,0,1,0,101123,270,0,4,2
0,1,1,1,1,10,2439,11,1,1,1,223759,270,0,23,2
0,1,0,1,0,7,274,7,1,1,1,40917,60,0,23,2
0,0,0,0,0,128,186,16,1,1,1,206107,60,0,21,2
0,0,0,1,0,85,0,17,1,1,1,188937,90,0,133,1
0,0,4,0,1,102,0,11,1,1,1,3100000,210,0,4664,2
0,0,1,1,0,6,0,10,1,0,1,5281,2,639,15,1
0,0,0,0,0,0,0,0,1,0,0,8737,15,32667,42,1
0,0,0,0,0,111,0,7,0,0,0,218791,210,0,90,2
0,0,0,0,0,6,0,13,1,1,1,186800,240,0,38,2
0,0,0,1,0,6,0,10,1,0,1,237300,23,0,27,2
0,0,0,0,0,5,109,8,1,1,1,134557,960,0,38,1
0,0,0,0,0,0,0,6,1,0,1,1716,450,4228,254,2
0,3,0,1,0,10,0,15,1,1,0,224307,90,0,280,2
1,1,1,0,0,17,27,6,1,1,1,268604,23,5964,157,2
0,0,0,0,0,0,0,14,1,0,0,997,10,137,22,1
0,0,0,0,0,0,0,19,1,0,1,103644,12,14498,27,1
0,0,0,0,0,0,0,5,1,0,1,469,9,1106,26,2
0,1,1,1,0,0,0,5,1,0,1,805915,2,105,17,1
0,1,1,0,0,0,0,0,1,0,0,2735,5,0,579,1
1,1,28,1,1,10,86,20,1,1,1,13452,12,2812,38,2
0,0,0,0,0,9,20,7,1,1,1,5945,10,2812,38,2
0,0,0,0,0,12,34,7,1,1,1,263884,13,5964,157,2
0,1,4,1,0,23,0,15,1,0,1,23300,19,1150,7,2
0,1,1,1,0,11,0,8,1,0,1,5315,8,492,34,2
0,0,1,0,0,0,0,0,1,0,0,31281,1,290,15,1
0,0,0,0,0,2,0,12,1,0,1,30000,1,22,0,2
0,0,0,0,0,0,0,1,1,0,0,6798,1,728,42,2
0,0,0,0,0,0,0,0,1,0,0,3600,1,3,0,2
0,1,1,1,0,531,0,0,1,0,0,321201,90,0,863,2
0,0,0,0,0,0,0,4,1,0,0,4053,23,925,25,2
0,0,0,0,0,0,0,1,1,0,0,17600,660,11154,16,2
0,0,1,0,0,838,0,15,1,1,1,1800000,60,0,472,2
0,0,0,0,0,124,0,8,1,0,0,25008,17,0,472,2
0,0,0,0,0,0,0,0,0,0,0,20687,120,2247,39,2
0,0,0,0,0,0,0,0,1,0,0,30353,1,406,319,2
1,0,0,0,0,0,0,18,1,0,0,5979,9,688,85,2
0,3,6,0,0,123,0,0,1,0,0,824756,90,0,280,1
0,1,0,0,0,0,0,3,1,0,1,463,6,1768,102,2
0,3,10,1,1,77,0,7,1,0,0,61971,1,1601,2,1
0,0,0,0,0,0,0,10,1,0,0,31400,3,169,22,2
0,0,0,0,0,0,0,7,1,0,1,5065,3,4228,254,2
1,0,15,0,0,0,0,0,1,0,0,115849,8,15385,83,2
0,0,0,0,0,14,0,0,1,0,0,533080,4,199,80,1
0,0,0,0,0,3,0,1,1,0,0,304,26,2833,99,2
0,0,0,0,0,0,0,0,1,0,0,956,5,175,16,1
0,1,0,1,0,21,0,7,1,0,0,327913,90,0,863,2
0,0,0,0,0,0,0,0,1,0,1,1230,7,80,17,2
0,0,0,0,0,0,0,0,1,0,0,32036,4,13502,11,1
0,0,0,0,0,4,0,8,1,0,1,14978,5,2616,71,2
0,4,0,1,0,8,0,7,1,1,0,22073,60,3575,52,1
0,1,0,1,0,5,0,0,1,0,1,130900,9,541,19,1
0,6,0,0,0,5,0,17,1,1,0,1819,9,264,90,1
0,1,1,1,0,64,246,20,1,1,1,82203,90,0,119,1
0,1,1,1,1,4,0,5,1,0,1,232101,8,0,280,2
0,2,0,0,0,46,0,0,0,0,0,20547,1,0,4,1
0,0,0,0,0,18,0,16,1,0,1,17269,6,0,863,1
0,3,0,0,0,7,0,0,1,1,1,7522,9,193,17,1
0,2,0,1,0,5,0,18,1,0,1,4451,2,180,82,2
0,0,0,0,0,6,0,4,1,1,0,52466,8,401,75,2
0,0,0,1,0,75,653,10,0,1,0,378304,150,0,2304,1
1,1,1,1,1,140,162,7,1,1,1,114916,120,0,4664,2
0,1,1,1,1,146,0,20,1,1,1,62543,16,0,2,1
0,1,0,1,0,18,0,0,1,1,1,14397,60,820,22,1
0,0,2,1,0,4043,0,13,1,0,0,271111,60,0,41,1
0,3,1,1,0,28,0,2,1,1,1,231954,210,0,47,1
0,0,0,1,0,0,0,7,1,0,1,151299,390,793,32,2
0,0,0,0,0,2,0,11,1,1,1,643,60,539,13,2
0,0,0,0,0,16,0,0,0,0,0,66120,11,2690,26,1
0,0,0,0,0,8,12934,7,1,1,0,461129,180,1371,7,2
0,1,1,1,0,22,23,16,1,1,1,9930,6,0,3,2
0,0,0,0,0,13,0,7,0,0,1,168968,420,0,103,2
1,1,1,1,1,10,861,15,1,1,1,17330951,90,0,1,2
0,0,8,1,0,3,890,9,1,1,1,1747,9,1397,36,1
1,1,0,1,0,9,1789,10,1,1,1,10787,13,1123,34,1
0,1,3,1,1,0,0,3,1,0,0,5876,5,0,196,2
0,2,0,0,0,52,16,18,1,1,1,20888,24,0,18,1
0,1,1,0,0,9,52,5,1,1,1,3784,20,747,24,2
1,1,1,0,0,35,34,12,1,1,0,256472,180,0,12,2
0,2,2,1,1,9,0,7,1,1,0,15037,27,1199,11,2
0,2,0,0,0,48,0,14,1,1,1,31607,90,3352,4,2
1,3,0,0,0,18,0,8,1,1,1,159700,180,0,90,2
0,1,0,0,0,9,0,7,1,1,0,66715,120,0,90,2
0,0,1,0,0,0,0,0,0,1,0,1813,5,0,280,1
0,1,0,0,0,0,0,4,1,0,1,828,330,1013,133,1
0,2,0,1,0,13,0,4,1,0,1,19280,13,848,48,1
1,2,0,0,0,1123,106,19,1,1,1,29347,25,0,4664,3
1,0,1,1,0,18,0,7,1,1,1,83858,60,0,2,3
0,2,0,0,0,5,218,6,1,1,0,785,9,75,53,2
0,0,1,1,1,4,0,0,1,0,1,26135,6,0,103,2
0,0,0,0,0,0,0,7,1,1,1,237,1,105,22,1
0,1,0,0,0,35,0,7,1,0,1,42322,2,0,19,1
0,0,0,0,0,1,0,9,0,1,0,18454,30,0,86,1
0,1,3,1,1,25,46,7,1,1,1,3620,210,0,4,3
0,2,10,1,1,20,62,13,1,1,1,185787,120,0,47,2
0,0,0,0,0,429,0,16,1,1,1,48943,60,0,23,2
1,0,0,1,0,619,558,14,1,1,1,50249,60,0,45,1
0,0,0,0,0,0,0,6,1,1,0,4873,11,113,70,2
0,0,0,0,0,0,0,9,1,1,0,15800000,60,264,30,1
0,1,0,0,0,82,0,20,1,1,0,1200000,180,0,171,2
0,2,0,1,0,18,0,9,1,0,1,126401,60,10238,53,2
0,2,0,1,0,31,0,0,1,1,1,165231,90,10238,53,2
0,0,0,0,0,0,0,6,1,0,1,35,420,0,558,2
0,0,0,0,0,1,91,6,1,0,1,10790,5,649,12,1
0,5,0,0,0,57,487,13,1,1,1,70495,150,0,4,1
1,2,0,1,1,96,0,20,1,1,1,24188,90,0,16,3
0,1,0,1,1,64,0,5,1,1,1,133469,16,594,137,2
0,2,0,1,0,0,0,5,1,0,1,2672,4,0,0,2
0,0,0,0,0,0,0,11,1,0,0,1309,90,1966,44,1
1,2,1,1,0,135,0,7,1,1,1,68997,180,0,61,1
0,1,0,0,0,45,8902,14,1,1,1,140190,25,976,24,2
1,0,0,0,0,41,0,1,1,1,1,499772,8,0,2308,2
0,2,1,1,1,5,0,5,1,1,1,1811,9,132,15,2
0,1,0,1,0,4,29,11,1,0,1,9707,18,1401,13,2
0,1,1,1,1,17,0,17,1,0,1,3162,7,171,43,3
0,0,20,1,1,0,0,20,1,0,1,185604,14,2715,39,2
0,0,0,0,0,171,221,16,1,1,1,127100,150,0,149,3
0,0,0,0,0,2,0,0,1,1,0,5557,12,0,15,2
0,1,1,1,1,5,0,5,1,0,1,3896,10,525,31,2
1,0,0,1,0,1,0,6,1,1,0,41000,60,536,68,2
0,0,0,1,0,2431,0,19,1,0,1,51373,13,0,26,2
0,0,0,1,0,4,423,9,1,1,1,8688,90,944,40,2
1,2,1,1,0,10,0,8,1,0,1,218495,5,539,19,2
0,0,0,0,0,0,0,8,1,0,1,1988,2,105,4,1
0,1,0,0,0,0,0,4,1,0,0,1744,5,0,139,1
0,0,0,0,0,204,0,13,1,0,1,2800000,90,2544,19,2
1,2,0,1,0,99,95,17,1,1,1,57314,120,0,5,1
0,1,1,1,0,6,0,6,1,1,1,215530,60,0,63,1
0,1,0,1,0,0,0,0,1,0,0,22963,5,4719,28,2
1,0,0,0,0,0,0,5,1,1,0,1937,60,1319,40,1
0,0,0,1,0,0,0,12,1,0,1,427300,13,793,54,2
0,0,0,0,0,0,0,4,1,0,1,29,1,3403,50,1
0,0,0,0,0,0,0,11,1,1,0,744,60,2182,82,2
0,1,0,1,0,0,0,7,1,1,0,156328,1,2393,12,1
0,2,12,1,0,41,10,6,1,1,1,43774,28,0,9,2
0,1,0,0,0,7,2575,17,1,0,1,416000,2,0,2199,2
1,1,0,1,0,9,0,8,1,0,1,678243,150,0,28,1
0,0,0,1,0,481,248,16,1,0,1,56743,60,0,207,1
0,1,0,0,0,0,0,3,1,0,0,9684,7,0,42,2
0,0,0,0,0,0,0,14,1,0,1,7645,4,6132,2,2
0,0,0,0,0,0,0,19,1,1,0,41,6,1709,31,2
1,0,0,0,0,20,115,20,1,1,0,43387,23,0,18,2
0,0,0,0,0,58,382,6,1,1,1,303500,150,0,644,2
0,1,0,0,0,10,10,7,1,0,1,5181,6,4362,24,1
0,0,0,1,0,30,0,8,1,1,1,263401,240,0,16,2
0,0,0,1,0,2203,0,13,1,0,1,162312,10,0,1,3
0,0,0,0,0,0,0,7,1,0,0,508,1,468,36,2
0,0,0,0,0,0,0,8,1,1,0,95,7,2049,56,2
0,2,15,1,1,41,72,11,1,1,1,38977,90,0,4664,2
0,3,0,1,0,1593,11,10,1,1,1,66203,90,0,579,2
0,0,20,1,1,67,9,20,1,1,0,35689,60,0,38,1
0,1,5,0,1,17,0,10,1,0,1,902729,90,0,420,1
0,2,0,0,0,23,0,4,1,1,1,24749,20,374,21,2
0,1,1,1,1,8,0,5,1,0,0,46163,60,0,24,2
0,2,0,1,0,16,0,7,1,0,0,44197,15,210,106,1
0,2,0,0,0,23,0,4,1,0,1,58177,8,0,4664,3
1,0,0,0,0,169,3,20,1,1,1,457637,9,0,160,1
1,1,1,1,0,122,0,10,1,1,0,193035,150,0,280,1
0,0,7,0,0,12,0,20,1,0,1,259615,1,867,10,2
0,0,0,1,0,4,0,0,1,0,0,2012,10,8501,35,2
1,0,0,0,0,0,0,2,1,0,0,872,7,239,2,2
0,0,0,0,0,5,0,6,1,0,1,9360,4,250,17,1
0,2,1,1,1,14,0,6,1,0,0,3729,6,276,96,2
1,3,0,1,7,159,8,10,1,1,0,506500,30,0,71,1
0,0,0,0,0,6,0,9,1,0,1,4458,12,1379,49,1
0,0,0,0,0,0,0,0,1,0,0,2600,9,0,0,3
1,5,0,1,0,3092,167,19,1,1,1,167232,150,0,4664,2
0,0,1,1,0,0,0,6,1,0,1,4361,5,549,57,1
0,0,0,0,0,0,0,13,1,0,0,7652,90,0,93,1
1,0,0,0,0,69,5371,12,1,1,0,131102,210,0,24,2
0,0,1,0,0,3,0,3,1,0,0,12906,26,0,24,2
0,0,0,1,0,90,0,9,1,1,1,27730,18,0,42,1
0,0,1,1,0,21,0,3,1,1,0,31098,26,0,90,1
0,0,1,0,0,3,0,20,1,1,1,57129,90,0,15,2
1,1,0,0,0,23,92,8,1,1,1,1121462,750,0,78,1
0,1,1,0,0,12,0,10,1,1,1,555406,360,0,78,1
0,2,0,0,64,61,0,13,1,1,1,198730,60,0,78,2
0,0,0,0,0,0,0,17,1,1,1,89,3,2448,53,2
0,2,0,1,0,14,204,7,1,0,1,1761,6,1317,19,2
0,1,0,0,0,7,0,58,1,0,0,4157,6,374,25,1
1,1,0,1,0,1322,0,8,1,1,1,191748,120,0,11,2
0,2,1,1,0,5,0,5,1,0,0,1900,3,820,28,1
1,2,0,1,0,128,0,0,1,1,1,136735,60,0,15,2
0,0,1,1,0,0,0,6,1,0,1,7813,3,1935,18,2
0,1,0,1,0,3,0,0,1,0,1,1098,6,817,116,2
0,0,0,0,0,0,0,11,1,1,0,267344,90,0,103,1
0,1,1,1,1,5,0,8,1,0,0,539153,390,0,103,2
0,1,0,1,0,25,0,7,1,1,1,69996,150,5812,141,1
0,0,0,0,0,21,123,20,1,1,1,35396,15,738,118,2
0,3,1,1,1,47,1086,17,1,1,1,20197,28,2316,28,2
0,0,0,0,0,0,0,7,1,1,1,363,150,6607,17,2
1,1,0,0,0,42,0,5,1,1,1,65354,240,0,3,2
1,1,0,0,0,11,150,0,1,1,1,351251,90,0,579,1
1,1,1,1,0,5,0,11,1,0,1,4319,60,5574,13,2
0,3,0,0,0,0,0,4,1,1,0,108587,240,2584,53,2
0,1,0,0,0,24,43,4,1,1,0,10890,8,1968,50,2
0,1,0,0,0,10,73,10,1,1,1,2593,19,687,24,2
0,0,0,0,0,0,0,6,1,0,1,62319,60,1,1,2
1,2,1,0,0,149,6676,7,1,1,1,93872,360,0,20,2
1,2,1,1,1,21,199,9,1,1,1,32708,23,352,9,2
0,0,0,0,0,16,0,4,1,0,1,1493,26,3046,11,2
1,2,1,1,1,13,0,11,1,1,1,1269,14,105,12,2
0,0,1,1,0,19,0,0,1,1,1,29571,23,0,579,1
0,2,0,1,1,6,0,5,1,1,0,1368,12,3575,52,1
0,0,0,0,0,0,0,8,1,1,0,4404,12,1028,30,2
0,1,0,1,0,105,0,9,1,1,0,26012,24,0,370,2
0,0,0,1,0,344,3695,17,1,1,1,589618,450,0,67,2
0,1,2,0,1,0,0,6,1,0,1,5090,16,1069,3,2
0,0,0,0,0,73,9,18,1,1,0,88676,90,0,4664,2
0,0,0,0,0,0,0,0,1,0,0,388,19,0,137,1
0,2,0,1,0,17,105,0,1,0,1,5900,5,0,19,2
0,2,1,1,1,10,0,5,1,0,1,8094,4,394,5,2
0,0,0,1,0,0,0,0,1,0,0,8952,5,0,22,1
0,0,0,0,0,0,0,8,1,1,0,1100,9,19,0,2
1,0,0,0,0,4,0,17,1,1,0,1570,5,684,289,2
0,1,3,1,1,0,0,12,1,0,0,5228,1,503,18,1
0,0,0,0,0,0,0,11,1,0,1,2030,6,1659,20,1
0,1,1,1,0,7,0,3,1,0,1,1234,150,370,70,2
0,1,1,1,1,0,0,5,1,0,1,11210,2,407,12,2
1,3,0,1,0,675,4334,7,1,1,1,635228,150,1031,64,2
0,0,0,0,0,0,0,0,1,0,0,11144,16,0,2,1
0,0,0,0,0,45,0,20,1,1,0,372583,29,0,101,2
0,2,1,1,1,10,0,5,1,1,1,1237,2,197,11,1
0,0,0,0,0,103,33863,17,1,1,0,222964,420,0,46,2
0,0,0,0,0,2,20,0,1,1,0,911,14,0,99,1
0,1,1,1,1,24,0,3,1,0,1,1429187,11,1967,15,2
1,1,0,0,0,24,98,7,1,0,1,13502,17,292,21,1
0,2,0,0,0,17,24,0,1,0,0,282733,20,0,137,1
0,0,0,0,0,140,0,10,1,1,1,4761,15,0,52,1
0,0,0,1,0,268,0,7,1,1,1,102628,60,0,12,1
0,1,0,0,0,0,0,8,1,0,1,2489,9,512,15,2
0,1,1,1,1,0,0,10,1,0,1,14229,1,198,20,2
0,0,0,1,0,0,0,5,1,0,1,8184,2,344,33,2
0,1,18,1,0,0,0,15,1,1,1,78304,2,1331,24,2
1,0,0,0,0,2739,230,8,1,0,1,469415,150,0,43,2
0,0,0,1,0,0,0,7,1,0,0,63750,29,5211,53,2
0,1,2,0,1,30,1089,5,1,1,0,126016,240,0,103,1
0,1,6,1,1,22,0,13,1,0,1,14315,9,1798,90,2
0,1,0,1,0,6,0,3,1,0,0,672,1,1841,124,1
0,0,0,0,0,8,0,19,1,1,1,11426,2,1,0,2
1,2,0,0,0,10,0,4,1,1,1,6737,9,0,15,1
0,0,0,0,0,4,0,7,1,0,1,201645,14,3403,50,2
0,0,0,0,0,0,0,3,1,0,0,10812,6,600,174,1
0,0,0,1,0,6,0,4,1,0,1,3211,5,1,0,2
0,1,0,0,0,45,0,16,1,1,1,51664,90,0,20,2
0,2,0,1,0,115,0,3,1,1,0,743539,60,0,280,1
0,0,1,1,0,10,66,18,1,0,1,43707,12,0,4664,1
0,0,0,0,0,723,5433,5,1,1,1,13633,60,0,24,1
0,1,15,1,0,0,0,13,1,0,1,119969,10,3042,39,2
0,1,1,1,0,8,967,5,1,0,1,15703,16,3729,132,2
0,2,0,1,0,17,0,0,1,0,1,15914,3,10238,53,1
0,0,2,1,0,13197,18850,10,1,0,0,285845,300,0,103,1
0,1,0,1,0,3,3707,6,1,1,1,18071,150,0,3,1
0,0,0,0,0,0,0,6,1,0,1,972,4,219,15,2
1,1,0,1,0,29,55,20,1,1,0,23204,60,0,23,2
0,0,0,1,0,3,0,4,1,1,1,164024,90,0,7,2
0,0,0,0,0,0,0,16,1,0,1,162,1,2814,1673,2
0,3,0,0,0,0,0,0,1,1,1,67046,24,223,17,2
0,0,1,1,1,18,43,7,1,1,0,109849,6,0,2199,1
0,3,1,0,0,51,0,16,1,1,1,58217,60,0,2304,2
0,1,0,0,0,1368,287,3,1,1,1,7023435,90,0,151,1
0,0,0,0,0,107,0,13,1,1,1,607156,270,0,2308,2
0,1,0,1,0,0,0,8,1,1,0,9144,1,226,43,1
0,0,0,0,0,0,0,4,1,1,1,1873,1,4,0,1
1,1,0,1,0,1638,950,5,1,1,1,37630,180,0,78,1
0,0,0,0,0,2089,0,14,1,0,1,91468,18,0,4664,2
0,2,1,0,0,0,0,7,1,0,1,421,3,336,33,1
0,0,0,0,0,141,0,20,1,1,1,3500000,22,0,37,3
0,0,0,0,0,0,0,14,0,0,0,4976,7,69,31,2
0,1,1,1,1,11,0,0,1,0,0,3305961,10,0,420,1
0,0,0,1,0,18,0,8,1,1,1,12899,4,0,61,1
0,3,1,1,1,33,0,13,1,1,1,11773,240,0,0,2
